;Unnamed: 0;fecha;texto;retweets;favoritos;hashtags;menciones;localizacion;origen;topic;idioma;polaridad;subjetividad
145;6;2021-07-08 02:11:49;“EEUU sabía lo que estaba haciendo cuando mandó a matar al Comandante Chávez. Sabía dónde golpear. Sólo un líder co… https://t.co/fAsrzxQm6h;435;513;[];[];Caracas, Venezuela;Twitter for iPhone;EEUU;es;0.0;0.0
146;7;2021-07-07 02:33:48;"Necesitan volver a la Argentina xq en EEUU son pobres y la meritocracia es una joda.
Las cosas como son.";313;1709;[];[];;Twitter for Android;EEUU;es;0.0;0.0
147;8;2021-07-08 03:36:17;"Canciller @jaarreaza: ""El Cmdte. Chávez vió en Irán, en su liderazgo y en su pueblo una potencia en formación, una… https://t.co/1UXRx8RVEN";93;69;[];['jaarreaza'];Venezuela;Twitter for Android;EEUU;es;0.0;0.0
148;9;2021-07-08 00:40:44;"Los supuestos asesinos del presidente de Haití, Jovenel Moise, fueron ""interceptados"" por la Policía, anunció una f… https://t.co/28oOSheSOQ";79;135;[];[];Berlin, Germany;TweetDeck;EEUU;es;0.0;0.0
149;10;2021-07-08 02:58:11;El Primer Ministro se reunió con representantes de EEUU, tras el asesinato del presidente. Así cierra la Jornada en… https://t.co/ObE9EXN2O2;74;62;[];[];Caracas;Twitter for iPhone;EEUU;es;0.0;0.0
150;11;2021-07-07 12:44:34;"Nueva actualización sobre #Haití. 
-Lideres del mundo lamentan el asesinato del presidente #JovenelMoise. 
-Testigo… https://t.co/xb0eYjzGbn";73;62;['Haití', 'JovenelMoise'];[];Beirut, Líbano;Twitter Web App;EEUU;es;0.0;0.0
151;12;2021-07-08 02:59:17;Por primera vez en la historia, tres mujeres están a cargo del intercambio comercial en México, EEUU y Canadá. Impo… https://t.co/G64KUXqUZb;80;365;[];[];Washington, D.C.;Twitter Web App;EEUU;es;0.0;0.0
152;13;2021-07-08 10:32:05;Consideran inminente intervención de EEUU en Haití https://t.co/n6qRm4ADCn #NDigital https://t.co/riv0ui6AKV;92;425;['NDigital'];[];;dlvr.it;EEUU;es;0.0;0.0
153;14;2021-07-07 20:40:00;"#NotiMippCI 📰🗞| Presidente Maduro a EEUU: No se metan en los asuntos internos de Venezuela.  
 Lea más ⏩… https://t.co/flmUqH2tYb";133;24;['NotiMippCI'];[];Venezuela;TweetDeck;EEUU;es;0.0;0.0
154;1;2021-07-07 20:39:28;Salvador Allende es uno de los peores Presidentes que han gobernado nuestro país y el daño que hizo a Chile dejó fr… https://t.co/uUHHA8jWzf;798;1249;[];[];Chile.;Twitter for iPhone;Salvador;es;0.0;0.0
155;2;2021-07-08 03:50:11;El Gobierno de El Salvador expulsa al periodista mexicano Daniel Lizárraga, editor del medio digital @_elfaro_, que… https://t.co/reyES3uUHJ;303;482;[];['_elfaro_'];;Echobox;Salvador;es;0.0;0.0
156;3;2021-07-07 11:25:02;"Salvador Illa ha tenido la desfachatez de reconocerse ""sorprendido por el tono más agresivo de Pere Aragonés tras l… https://t.co/ILQ9PQBcFO";717;2013;[];[];Tarragona, España;Twitter Web App;Salvador;es;0.0;0.0
157;4;2021-07-07 02:32:31;"Me encanta esta sinceridad:

Claramente dice: “el presidente Nayib Bukele está en la mira”.

Y “la lucha por el pod… https://t.co/7kqyDFGlgP";1334;6547;[];[];El Salvador;Twitter for iPhone;Salvador;es;0.0;0.0
158;5;2021-07-07 20:59:12;“China ha enviado más de 4 millones de vacunas contra el #COVID19 a El Salvador, esto servirá para inmunizar a más… https://t.co/Q9RjNLmLuB;346;2249;['COVID19'];[];El Salvador;Twitter for iPhone;Salvador;es;0.0;0.0
159;6;2021-07-07 13:52:41;"El Hospital Salvador Gonzalez Herrejón amaneció así hoy.
Una Imagen que dice más  que 1000 palabras.
Ya olvídate qu… https://t.co/zCD5F9uHNB";611;1464;[];[];Contigo de manera digital. ;Twitter for iPad;Salvador;es;0.0;0.0
160;7;2021-07-07 14:20:28;El Salvador condena enérgicamente el asesinato del presidente de la República de Haití, Jovenel Moïse, ocurrido en… https://t.co/eQCdjP6cEu;296;1169;[];[];San Salvador, El Salvador;Twitter for Android;Salvador;es;0.0;0.0
161;8;2021-07-07 21:40:53;"#Periodismo en El Salvador | ""Hoy he sido agredido con una bofetada por el subinspector Martínez Velásquez"", denunc… https://t.co/MqQFzk8BsF";307;677;['Periodismo'];[];San Salvador, El Salvador;Echobox;Salvador;es;0.0;0.0
162;9;2021-07-07 12:48:21;El asesinato de Jovenel Moïse, presiente de Haití, es el primero de un gobernante en funciones en América Latina de… https://t.co/ud1vVs7FJs;561;2168;[];[];Ciudad de México;Twitter for iPhone;Salvador;es;0.0;0.0
163;10;2021-07-08 16:48:12;El Estado fallido está ahora en el centro de Caracas, ya no tienes que ir a Apure o a Bolivar para verlo. La buena… https://t.co/2T4agoWl7m;352;550;[];[];Santiago de León de Caracas, Venezuela;Twitter for iPhone;Salvador;es;0.0;0.0
164;11;2021-07-06 23:29:57;ÚLTIMA HORA | El Centro contra la Corrupción y la Impunidad en el Norte de Centroamérica pidió a El Salvador, Guate… https://t.co/4NCUW0W9if;352;888;[];[];San Salvador, El Salvador;Echobox;Salvador;es;0.0;0.0
165;12;2021-07-07 19:51:26;Gobierno de El Salvador ordena al periodista mexicano Daniel Lizárraga abandonar el país https://t.co/RZN1ty2AXS vía @pajaropolitico;196;311;[];['Pajaropolitico'];;Twitter for iPhone;Salvador;es;0.0;0.0
166;13;2021-07-08 01:46:42;"#LoÚltimo 
Fallece Walter DJ, reconocido exponente de la música electrónica en El Salvador. Walter Rodríguez murió… https://t.co/c6OXpPw0W1";188;924;['LoÚltimo'];[];El Salvador;Twitter Web App;Salvador;es;0.0;0.0
167;14;2021-07-07 19:16:32;#ElSalvador | Agentes de Extranjería del Gobierno Bukele notificaron este martes al periodista mexicano @danliza qu… https://t.co/Ygbd5JLy6l;233;366;['ElSalvador'];['danliza'];El Salvador;Twitter Web App;Salvador;es;0.0;0.0
168;15;2021-07-07 19:53:23;En el Aeropuerto Internacional de El Salvador ha aterrizado la aeronave de cargo que transporta este importante lot… https://t.co/pHaybpZMyT;106;212;[];[];El Salvador;Twitter for iPhone;Salvador;es;0.0;0.0
169;1;2021-07-07 13:48:53;"🔴 Los trabajadores no podrán elegir libremente la obra social al iniciar un nuevo vínculo laboral

🔶 El decreto era… https://t.co/zSaiyIOuEX";413;436;[];[];;TweetDeck;Santiago;es;0.03333333333333333;0.06666666666666667
170;2;2021-07-07 22:02:04;Grupo saqueó ferretería y farmacia en centro de Santiago: instalaron barricadas en la Alameda  https://t.co/gwyoAKL8Uc;485;271;[];[];Chile;Autopublicador WordPress BBCL;Santiago;es;0.0;0.0
171;3;2021-07-08 00:09:57;«Maduro dictador»: Hackearon las pantallas del aeropuerto internacional Santiago Mariño (Foto). https://t.co/nBMATJS0Na;335;433;[];[];Caracas, Venezuela;AlbertoNews;Santiago;es;0.0;0.0
172;4;2021-07-07 11:17:01;Dato: El jefe del PCE y asesor de las FARC Enrique Santiago tiene un ático en Chamberí con 2 terrazas que ronda el… https://t.co/NFkJdgtSHv;539;462;[];[];;Twitter for Android;Santiago;es;0.0;0.0
173;5;2021-07-08 17:37:32;A propósito de la pregunta que ayer me hizo Santiago Pavlovic sobre mi Salud Mental creo que es legítimo conocer la… https://t.co/2a0NjCNSj8;579;3739;[];[];Punta Arenas;Twitter for Android;Santiago;es;-0.1;0.2
174;6;2021-07-08 15:01:29;OFICIAL | Acuerdo con el @CCP1912oficial para el traspaso del lateral izquierdo Santiago Arzamendia, que se convier… https://t.co/ijmv9ingoE;605;2569;[];['CCP1912oficial'];Cádiz;Twitter for Advertisers;Santiago;es;0.0;0.0
175;7;2021-07-07 02:30:45;"Mario Negri: ""Santiago Cafiero es un guarango"" https://t.co/9AP4FNlz00 vía @A24COM";395;1302;[];['A24COM'];Córdoba, Argentina;Twitter for Android;Santiago;es;0.0;0.0
176;8;2021-07-08 02:42:24;Gabriel Boric agradece la pregunta de Santiago Pavlovic y la agradece porque hablar de salud mental no puede ser un… https://t.co/ZelLVNfaWD;255;1085;[];[];Santiago de Chile;Twitter Web App;Santiago;es;-0.1;0.2
177;9;2021-07-08 02:22:20;Qué entereza y altura de miras nuestro candidato @gabrielboric ante pregunta y contrapregunta del periodista Santia… https://t.co/SB69RQ2rci;506;4371;[];['gabrielboric'];Stgo, Chile;Twitter for Android;Santiago;es;0.0;0.0
178;10;2021-07-08 16:13:33;“Nuestras universidades públicas tantas veces vapuleadas” dice Santiago Cafiero, Jefe de Gabinete. Mire lo que le r… https://t.co/gth32d7ahh;358;667;[];[];;Twitter for iPhone;Santiago;es;0.0;0.0
179;11;2021-07-08 03:29:22;"23' GOOOOOOOOL de La Máquina anotado por Santiago Giménez. 

🚂 1 - 0 🐹";210;4837;[];[];Ciudad de México;Twitter for iPhone;Santiago;es;0.0;0.0
180;12;2021-07-07 03:01:02;Ante la pregunta de Santiago Pavlovic sobre el desigual  sistema de pensiones de las FF.AA. @ignaciobriones_ no res… https://t.co/WfsgXVcRTw;286;554;[];['ignaciobriones_'];Santiago de Chile;Twitter Web App;Santiago;es;0.0;0.0
181;13;2021-07-08 01:15:17;Santiago Taboada, alcalde de Benito Juárez, informó que el incendio en la colonia San Simón Ticumac está controlado… https://t.co/f0vgzqI3tc;82;157;[];[];México DF;Anvato Live Cloud;Santiago;es;0.0;0.0
182;14;2021-07-08 15:20:25;😍🇵🇾 ¡Santiago Arzamendia tiene un mensaje para todos los cadistas! https://t.co/hJjyBRMWnu;139;908;[];[];Cádiz;Twitter for iPhone;Santiago;es;0.0;0.0
183;15;2021-07-07 03:55:00;#DebatePrimariasxLaRed Santiago Pavlovic pregunta a Desbordes por temas de corrupción en el Ejército durante su ges… https://t.co/olSoKSjIRh;181;355;['DebatePrimariasxLaRed'];[];La Serena, Chile;Twitter Web App;Santiago;es;0.0;0.0
184;1;2021-07-07 19:59:40;#Caracas En estos momentos se registra fuerte enfrentamiento en la Cota 905. Banda del Koki, Garbis y Vampi estaría… https://t.co/MeIVHAlnAK;1796;1679;['Caracas'];[];Caracas, Venezuela;Twitter for Android;Koki;es;0.0;0.0
185;2;2021-07-08 01:53:15;Según el fiscal designado por la extinta ANC, los integrantes de @FundaREDES_ están presos porque no presentaron pr… https://t.co/FtTjwUEVGv;635;496;[];['FundaREDES_'];Caracas, Venezuela;Twitter for iPhone;Koki;es;0.0;0.0
186;3;2021-07-07 20:58:21;¿Y ahora cómo vivo yo sabiendo que es Koki y no Coqui? https://t.co/9HH6M6MxDf;687;2197;[];[];El Llano;Twitter Web App;Koki;es;0.0;0.0
187;4;2021-07-07 21:36:07;"¡EL ESTADO SOY YO!

Koki https://t.co/6kTJ9HwOQ3";1226;1541;[];[];instagram.com/edoilustrado/;Twitter Web App;Koki;es;0.0;0.0
188;5;2021-07-08 13:57:32;El Koki y su banda sigue acosando a Caracas. Los vecinos del Oeste de la ciudad no tienen en este momento garantía… https://t.co/8T9lLC9LWn;825;929;[];[];Miranda, Venezuela;Twitter for iPhone;Koki;es;0.0;0.0
189;6;2021-07-08 16:01:07;"NO COMAN CUENTO: 
Megabandas como la del Koki, carteles de drogas, grupos terroristas, los pranes de las cárceles,… https://t.co/tkT0D8WNgj";330;536;[];[];Caracas, Venezuela;Twitter Web App;Koki;es;0.0;0.0
190;7;2021-07-07 20:12:24;Se observan sujetos armados pertenecientes a la banda del Koki/Garbis y Vampi en los alrededores de la Plaza Madariaga;411;341;[];[];Caracas, Venezuela;Twitter for Android;Koki;es;0.0;0.0
191;8;2021-07-08 11:57:56;Militares rumbearon en La Carlota por su ascenso mientras el Koki tenía su fiesta armada en la Cota 905 (Video). https://t.co/yNQJkP0Q95;290;150;[];[];Caracas, Venezuela;AlbertoNews;Koki;es;0.0;0.0
192;9;2021-07-08 14:30:25;"Koki. Coqui. 
No importa tanto cómo se escriba. 
Lo que importa -y alarma, y estremece- es el imperio que ha erigid… https://t.co/MZcB6ZrtHt";280;596;[];[];Caracas, Venezuela;Twitter for iPhone;Koki;es;0.0;0.0
193;10;2021-07-08 13:44:27;La pregunta es si usted cree que el Koki estaría dispuesto a entregar el poder por elecciones.;219;609;[];[];CCS - LAX;Twitter for iPhone;Koki;es;0.0;0.0
194;11;2021-07-08 15:38:26;#ENVIDEOS Banda de la Cota 905 continúa disparando hacia Quinta Crespo y El Paraíso https://t.co/ODgFOUrPpR https://t.co/0IWAG9A25T;424;295;['ENVIDEOS'];[];Venezuela;Twitter Media Studio;Koki;es;0.0;0.0
195;12;2021-07-08 03:37:01;¿Quien puede hablar de elecciones o salidas varias cuando el Koki es dueño de media Caracas y sus otras franquicias… https://t.co/a8VFqLvrFO;222;308;[];[];El Planeta Tierra;Twitter for iPhone;Koki;es;0.0;0.0
196;13;2021-07-08 03:52:14;Hasta “Tracer” tiene el Koki, son municiones trazadoras que marcan un objetivo para luego seguir disparando. En el… https://t.co/kHjrnBd0iM;71;47;[];[];El Planeta Tierra;Twitter for iPhone;Koki;es;0.0;0.0
197;14;2021-07-08 15:47:32;#ENVIDEOS Cuerpos policiales combaten a la banda de El Koki este jueves https://t.co/dthXcIo6GP https://t.co/hOkTC11CJp;105;80;['ENVIDEOS'];[];Venezuela;Twitter Media Studio;Koki;es;0.0;0.0
198;15;2021-07-08 17:18:21;"“El Koki” se adueña de Caracas ante una ""fuerza de seguridad"" incapaz de proteger a los ciudadanos https://t.co/bfvL2pz6Np";71;44;[];[];Venezuela;Twitter for Android;Koki;es;0.0;0.0
199;1;2021-07-07 18:02:48;Gas Bienestar. Tortillas Bienestar. Pan de caja Bienestar. Refresco y agua Bienestar. Sal, azúcar y harina Bienesta… https://t.co/Ie96QRL9IS;9907;34992;[];[];;Twitter for iPhone;Banco;es;0.0;0.0
200;2;2021-07-07 14:00:59;"ACIMA das expectativas! 🚀
Em relatório divulgado, o banco suíço UBS classificou o AVANÇO da campanha de vacinação n… https://t.co/DHnCIfEGAn";1775;6015;[];[];;Twitter for iPhone;Banco;pt;0.0;0.0
201;3;2021-07-07 22:30:00;"🏟️¡El Estadio Monumental Banco Pichincha!

🇪🇨La casa de @BarcelonaSC donde recibirá a @Velez por la revancha de los… https://t.co/TqtaHbRVLy";458;2122;[];['BarcelonaSC', 'Velez'];;TweetDeck;Banco;es;0.0;0.0
202;4;2021-07-07 12:00:24;Hoje é aniversário do Talismã da Fiel! O ídolo Tupãzinho, que marcou o gol do título do nosso primeiro @Brasileirao… https://t.co/f2m9aczDaU;205;2429;[];['Brasileirao'];São Paulo/Brasil;mLabs - Gestão de Redes Sociais;Banco;pt;0.0;0.0
203;5;2021-07-07 17:20:01;"El delito leve de vejación sexual no es “penar el piropo”.
Caso real: sentada en un banco, 18 años, un hombre se to… https://t.co/2ujPUFIU0P";395;832;[];[];Las Palmas, Islas Canarias;Twitter for iPhone;Banco;es;0.35;0.5666666666666667
204;6;2021-07-07 22:04:31;"📢¡𝐀𝐬í 𝐥𝐨 𝐃𝐢𝐣𝐨! 🇻🇪

Pdte del @BcodeVenezuela.
@JoseJMoralesU78:

Lanzamos el financiamiento de manera digital ""Credi… https://t.co/39du0gkJKM";175;36;[];['BcodeVenezuela', 'JoseJMoralesU78'];Venezuela;TweetDeck;Banco;es;0.0;0.0
205;7;2021-07-07 22:15:03;"📢¡𝐀𝐬í 𝐥𝐨 𝐃𝐢𝐣𝐨! 🇻🇪

Vicepdta Ejecutiva. @delcyrodriguezv:

El @BcodeVenezuela. es uno de lo más grandes del país, de… https://t.co/lXwbhst887";189;42;[];['delcyrodriguezv', 'BcodeVenezuela'];Venezuela;TweetDeck;Banco;es;0.0;0.0
206;8;2021-07-07 17:09:35;Brasil do governo do ⁦@jairbolsonaro⁩ 🇧🇷se destacando no cenário mundial. Fazendo seu dever de casa p retornamos a… https://t.co/29sn54IKxE;186;612;[];['jairbolsonaro'];Natal - RN;Twitter for iPhone;Banco;pt;0.0;0.0
207;9;2021-07-07 11:32:34;Creemos empleo derogando los impuestos de sucesiones, donaciones y patrimonio, bajando cotizaciones sociales, tarif… https://t.co/d58x8yIwH6;226;568;[];[];;Twitter for iPhone;Banco;es;0.0;0.0
208;10;2021-07-07 12:29:09;Segundo día de la #RutaDelCambioEnLaSalud. Hoy estaremos en Pivijay, Fundación y El Banco. Vamos llevando salud y b… https://t.co/p4e3OrrCKR;249;350;['RutaDelCambioEnLaSalud'];[];Santa Marta;Twitter for iPhone;Banco;es;0.0;0.0
209;11;2021-07-07 21:25:49;Acompañamos al Pdte @IvanDuque y @MinInterior @DanielPalam en firma del Pacto Generación Valor, con jóvenes de dist… https://t.co/qWqQViw9Kz;256;686;[];['IvanDuque', 'MinInterior', 'DanielPalam'];Bogotá, Colombia;Twitter for Android;Banco;es;0.0;0.0
210;12;2021-07-07 20:38:37;"#EnVideo📹| Pdte. del Banco de Venezuela @JoseJMoralesU78, resaltó: ""más que rendirle tributo es ver el avance, el B… https://t.co/Tn3EesftHG";74;20;['EnVideo'];['JoseJMoralesU78'];Venezuela;Twitter Web App;Banco;es;0.0;0.0
211;13;2021-07-07 00:38:11;Banco que no te gusten los jugadores, el cuerpo técnico, los dirigentes, la camiseta, el nombre del predio, y todo… https://t.co/QZTNPSyhO0;211;1476;[];[];;Twitter for Android;Banco;es;0.0;0.0
212;14;2021-07-07 12:49:55;"PONER EN AGENDA LA CÁRCEL DE MILAGROS
Es un grito de Justicia para evitar naturalizarla
Lleva 2000 días junto a otr… https://t.co/8wJHD2v3JG";243;387;[];[];Ciudad Autónoma de Buenos Aire;Twitter Web App;Banco;es;0.0;0.0
213;1;2021-07-07 15:25:38;An entire world awaits you at Deep Dive Dubai the world’s deepest pool, with a depth of 60 meters (196 feet) #Dubai https://t.co/GCQwxlW18N;457;2125;['Dubai'];[];Dubai, UAE;Twitter for iPhone;Dubai;en;0.0;0.5125
214;2;2021-07-07 20:26:25;BREAKING: A huge blast rocked Dubai, shaking buildings across the commercial hub of the United Arab Emirates, witne… https://t.co/U6mRahRxAN;481;500;[];[];Global;SocialFlow;Dubai;en;0.20000000000000004;0.45
215;3;2021-07-07 15:00:01;Princess Latifa was fleeing her father, the authoritarian ruler of Dubai, when her escape was thwarted in a dramati… https://t.co/ERmNe5KNqC;455;804;[];[];Washington, D.C.;TweetDeck;Dubai;en;0.0;0.0
216;4;2021-07-07 20:23:13;A fire has been reported to have broken out in a container within a ship anchored in Jebel Ali Port. A Dubai Civil… https://t.co/4B5caCOylS;336;404;[];[];Dubai, United Arab Emirates;Twitter for iPhone;Dubai;en;-0.4;0.4
217;5;2021-07-07 20:10:32;This was the explosion heard across Dubai tonight. Details to follow. Praying all are safe. Via @xmufaxsam_ https://t.co/pGUPYx0rUj;840;1021;[];[];Dubai, United Arab Emirates;Twitter for iPhone;Dubai;en;0.5;0.5
218;6;2021-07-07 20:28:52;"اللهم احفظ الامارات شعبها وحكّامها من كل شر
#الإمارات
#دبي
#جبل_علي
#Dubai";342;1357;['الإمارات', 'دبي', 'جبل_علي', 'Dubai'];[];Saudi Arabia;Twitter for iPhone;Dubai;ar;0.0;0.0
219;7;2021-07-07 20:17:50;BREAKING: Large explosion at the Port of Jebel Ali in Dubai, cause unknown https://t.co/8ErwMUxgPS;243;431;[];[];;TweetDeck;Dubai;en;0.057142857142857134;0.5142857142857142
220;8;2021-07-08 12:27:08;Very proud of our teams for the timely and professional way they handled the fire situation at Jebel Ali. By implem… https://t.co/xnSG5a8dBE;207;977;[];[];Dubai, UAE;Twitter for iPhone;Dubai;en;0.55;0.55
221;9;2021-07-08 05:31:08;In the desert surrounding Dubai water can be hard to come by, but here, SOURCE Global is making drinking water from… https://t.co/wxtsypB2i6;96;285;[];[];;SocialFlow;Dubai;en;-0.14583333333333334;0.2708333333333333
222;10;2021-07-07 20:47:36;في حفظ الرحمن يا بلادي انفجار  #جبل_علي   #Dubai  jebel ali  اللهم إنا نستودعك #دبي https://t.co/HSf1kOiA9A;177;1203;['جبل_علي', 'Dubai', 'دبي'];[];;Twitter for iPhone;Dubai;ar;0.0;0.0
223;11;2021-07-07 22:02:11;"#سلاما_دبي 

بردا وسلاما على #الامارات 🇸🇦🇦🇪 
خطاك السوء يا دار زايد 
ولاباس على أشقائنا و أحبابنا في الإمارات العرب… https://t.co/gUcWevK0iz";227;258;['سلاما_دبي', 'الامارات'];[];المملكة العربية السعودية;Twitter for iPhone;Dubai;ar;0.0;0.0
224;12;2021-07-07 20:43:51;"BREAKING: A fire broke out on a container ship in Dubai’s main port, according to Dubai’s Media Office.

Witnesses… https://t.co/cZLYG9YBDC";69;124;[];[];;Twitter Web App;Dubai;en;0.16666666666666666;0.3333333333333333
225;13;2021-07-07 20:16:36;#BREAKING Loud explosion heard in Dubai https://t.co/5VpVKQOamB;233;330;['BREAKING'];[];France;TweetDeck;Dubai;en;0.1;0.8
226;14;2021-07-08 09:09:09;"Geographical Indications (GI) certified Madurai Malli and other flowers exported to USA &amp; Dubai from Tamil Nadu… https://t.co/9bxTuN8JH6";171;769;[];[];New Delhi;Twitter Web App;Dubai;en;-0.125;0.375
227;1;2021-07-07 18:45:40;Secretario de Economía de Vicente Fox es denunciado por lavado de dinero y robo. https://t.co/YIdKTTjxfs;1251;1966;[];[];Mexico, ME;Hootsuite Inc.;Robo;es;0.0;0.0
228;2;2021-07-07 21:13:05;Vaya robo a favor de Inglaterra.  Piscinazo de Sterling sonrojante. Eurocopa manchada.;1080;10851;[];[];Madrid, España;Twitter for Android;Robo;es;0.0;0.0
229;3;2021-07-07 16:30:19;"Se llama robo de vacunas, no hay épica ni relato que lo justifique! 

https://t.co/mynMGznA6c";702;1366;[];[];;Twitter for iPhone;Robo;es;0.0;0.0
230;4;2021-07-08 00:20:13;Hasta el momento se reporta 1 hombre muerto en la entrada del Peaje de la Cota 905, presenta múltiples heridas de b… https://t.co/GtTCbCYMli;681;381;[];[];Caracas, Venezuela;Twitter for Android;Robo;es;0.0;0.0
231;5;2021-07-07 01:07:16;Les comparto algunos ejemplos de cómo ha disminuido la inseguridad en la Ciudad desde que llegamos al gobierno hast… https://t.co/umn8umCBFR;1197;3685;[];[];Ciudad de México;Twitter for iPhone;Robo;es;0.0;0.0
232;6;2021-07-07 19:13:54;"Otro refrán 

“Justo es que pierda lo suyo quien robó lo tuyo”

Y usted nos robó a los mexicanos la concordia… https://t.co/J5zI4SsHfR";290;835;[];[];México;Twitter for iPhone;Robo;es;0.0;0.0
233;7;2021-07-07 12:12:29;"¡Ay, dios! Dicen que el portero argentino fue antidesleal. Que dizque el ""árbitro nos robó"". Los que calentamos el… https://t.co/cykOlyTXiv";582;4155;[];[];Bogotá, Colombia;TweetDeck;Robo;es;0.0;0.0
234;8;2021-07-07 18:04:33;El Secretario de Economía durante el sexenio de Fox, Luis Ernesto Derbez, actual rector de la UDLAP, enfrenta denun… https://t.co/pwiRVVwXCB;1224;1762;[];[];Mexico;Twitter Web App;Robo;es;0.0;0.1
235;9;2021-07-08 03:45:00;El robo del siglo https://t.co/pweI7g7YK7;364;1713;[];[];;Twitter Media Studio;Robo;es;0.0;0.0
236;10;2021-07-07 18:09:30;"Ladrón común: ""Allí hay una cámara. Mejor robo más allacito"".
Congresista: ""jajaja mira todas esas cámaras, hay que… https://t.co/wkMgLLl6aZ";531;3126;[];[];Yiwu, China;Twitter Web App;Robo;es;0.0;0.0
237;11;2021-07-07 21:44:12;"Melyssa, tras el robo de Olga, que no puede evitar llorar a lágrima viva: ""No quiero dañarla, pero no me sale volve… https://t.co/cfwEbzOPlo";202;1751;[];[];Mediaset España;TweetDeck;Robo;es;0.0;0.0
238;12;2021-07-07 23:14:28;"Es evidente que el consejo ""prohibido"" que pudo darle Carlos a Tom ha surtido efecto. Brusse ha filtrado a Melyssa… https://t.co/nDOtEPhaXw";414;1836;[];[];Spain;Twitter for Android;Robo;es;0.0;0.0
239;13;2021-07-07 21:24:19;"Inglaterra ganando un partido clave con un robo de los árbitros.

55 años después, con todo y VAR, el fútbol no cambia.";262;1743;[];[];New England, US;Twitter for Android;Robo;es;0.0;0.0
240;14;2021-07-06 22:45:53;Argentina es un país solidario, inmenso, generoso y espectacular pero con un gobierno que en la peor pandemia de la… https://t.co/4ZD40DJlBj;391;913;[];[];;Twitter for iPhone;Robo;es;0.0;0.0
241;15;2021-07-07 22:01:00;Un hombre llenaba el depósito de su coche con gasolina cuando fue víctima de un intento de robo. Sin embargo, consi… https://t.co/QMTBbuiBFr;222;808;[];[];;Twitter Media Studio;Robo;es;0.0;0.0
242;1;2021-07-08 00:07:09;Pdte. @NicolasMaduro ha designado como Jefe del Estado Mayor de la Comandancia Estratégica Operacional al Mayor Gen… https://t.co/IG2hKvfpZW;324;234;[];['NicolasMaduro'];Caracas, Venezuela;Twitter Web App;felix;es;0.0;0.0
243;2;2021-07-07 19:07:35;"The semi-final line-up is complete.

Italy’s @MattBerrettini will face Hubert Hurkacz for a place in the #Wimbledon… https://t.co/gjmMUod5ni";293;1212;['Wimbledon'];['MattBerrettini'];Wimbledon, London;Grabyo;felix;en;0.1;0.4
244;3;2021-07-07 16:23:03;"[SELO LULA DE QUALIDADE] 🕊 BUSCA PELA PAZ

“A paz se confunde com a própria dignidade humana e dela se alimenta.” E… https://t.co/VCCmPBzvwC";226;1134;[];[];São Paulo;Twitter Web App;felix;pt;0.0;0.0
245;4;2021-07-07 19:12:32;"BERRETTINI FA LA STORIA! 😍😍😍

L'azzurro batte in 4 set Félix Auger-Aliassime e conquista la sua prima storica semif… https://t.co/IxyFkdszcS";195;883;[];[];;Twitter Web App;felix;it;0.0;0.0
246;5;2021-07-08 00:37:24;#ULTIMOMINUTO🚨| Pdte. @NicolasMaduro designó como Jefe del Estado Mayor de la Comandancia Estratégica Operacional a… https://t.co/S5isk0ceLv;76;33;['ULTIMOMINUTO'];['NicolasMaduro'];Venezuela;Twitter Web App;felix;es;0.0;0.0
247;6;2021-07-08 00:21:11;#ULTIMOMINUTO🚨 | Pdte. @NicolasMaduro designó como Comandante General del Ejército al M/G Félix Ramón Osorio y como… https://t.co/9J1GpjOrot;148;41;['ULTIMOMINUTO'];['NicolasMaduro'];Venezuela;Twitter Web App;felix;es;0.05000000000000002;0.5
248;7;2021-07-07 13:00:02;"Sometimes I think I’m never going to write a poem again
and then there’s a full moon.

I miss being in love but I m… https://t.co/4bNoNH2CiD";128;444;[];[];New York, NY;TweetDeck;felix;en;0.425;0.575
249;8;2021-07-07 19:06:26;"💥💥 FE-NO-ME-NA-LE 💥💥

@MattBerrettini supera in quattro set il canadese Felix Auger-Aliassime e conquista la sua pr… https://t.co/ybD78xEr9R";98;514;[];['MattBerrettini'];Piazza Lauro De Bosis 15 Roma;Twitter for iPhone;felix;it;0.0;0.0
250;9;2021-07-08 00:18:21;"Nuevo Alto Mando Militar
Mindefensa Vladimir Padrino
Cmdte CEOFANB D. Hernández Lárez
2do Cmdte COFANB Juan C. Du B… https://t.co/t9TqwgbWre";77;65;[];[];Caracas;Twitter Web App;felix;es;0.0;0.0
251;10;2021-07-08 08:48:28;"#RDC: ""C'est après avoir perdu @moise_katumbi que Joseph Kabila a compris son importance, et nous connaissons tous… https://t.co/wQWK6pg78y";73;482;['RDC'];['moise_katumbi'];  Kinshasa  Washington, DC;Twitter for Android;felix;fr;0.0;0.0
252;11;2021-07-07 13:27:35;".@lopezobrador_ y @_LizVilchis engañan al obviar contexto.

Como si dar noticias positivas o negativas de un partid… https://t.co/cqe6HqTyJi";64;198;[];['lopezobrador_', '_LizVilchis'];ÜT: 19.30017,-99.185582;Twitter for iPhone;felix;es;0.0;0.0
253;12;2021-07-07 19:51:24;Momma's going for the gold. 💜👏 Allyson Felix has qualified for her 5th Olympics with her greatest supporter by her… https://t.co/u5MEP1g0A8;48;829;[];[];Hollywood, CA;Dash Hudson;felix;en;1.0;1.0
