;fecha;texto;retweets;favoritos;hashtags;menciones;localizacion;origen;topic
1;2021-07-07 19:22:13;"Tuliwaambia wamejazama CCM bungeni hakuna kitu cha maana watafanya! Haya mkeka huu hapa wa makati ya kutuma hela

U… https://t.co/TX2lIWcYnk";201;1177;[];[];Exiled;Twitter for iPhone;Kitu
2;2021-07-08 05:57:28;"""There’s no reason for me to be President when we say that the corrupt shouldn't be punished. People who misuse pub… https://t.co/TgnC5TFa4k";67;367;[];[];|| R2P ||;Twitter for iPhone;Kitu
3;2021-07-08 09:05:40;"Nadhani sasa kila mmoja amerudi kwenye factory setting na kuachana na illusions na mauzauza 
👉hakuna kitu kimebadil… https://t.co/UOhlf5W1HP";77;642;[];[];Exiled;Twitter for iPhone;Kitu
4;2021-07-08 05:47:18;"""In other countries you have kickbacks of 10%. In Kenya people get to demand 20 to 100 per cent as kickbacks. 

We… https://t.co/qMksLPWZL1";17;97;[];[];Nairobi, Kenya;Twitter Web App;Kitu
5;2021-07-08 02:40:00;"Kitu gani kinajiri ulipo ? Tufahamishane @VincentAteya @MelodySinzore1 

#Jambokenya 
#Jambokenya 

#RadioNumberOne https://t.co/AxXDDjgpfz";17;24;['Jambokenya', 'Jambokenya', 'RadioNumberOne'];['VincentAteya', 'MelodySinzore1'];Communications Centre Nairobi;TweetDeck;Kitu
6;2021-07-08 15:27:53;"#TBT early this year in #Tanzania - “invention” of steam rooms set up by Army to “prevent”
COVID19 - plan was to ta… https://t.co/S98wO6ELJt";29;126;['TBT', 'Tanzania'];[];Dar-esSalaam TANZANIA;Twitter for iPhone;Kitu
7;2021-07-06 19:15:14;"Glad you refreshed, ""Mwaka wote wanyama walifanya kazi kama watumwa,lakini walikuwa na furaha katika kazi zao,hawak… https://t.co/ib1x1R49Sr";66;255;[];[];Nairobi;Twitter for Android;Kitu
8;2021-07-08 13:49:51;#HABARI Jeshi la polisi mkoani Arusha linamshikilia Melita Ndaletyan, mfugaji na mkazi wa Noondoto wilayani Longido… https://t.co/idglDr0Uz6;9;96;['HABARI'];[];East Africa;TweetDeck;Kitu
9;2021-07-05 16:01:00;😱¡El lujo del Kitu Díaz como nunca lo viste! La recreación de los caños del jugador de @BarcelonaSC en la CONMEBOL… https://t.co/tDEM2il6Uu;537;1723;[];['BarcelonaSC'];;Twitter Media Studio;Kitu
10;2021-07-08 07:30:00;Rais anachaguliwa kuongoza nchi kupitia ilani ya chama chake, lakini pia anakuwa kiongozi wa wananchi wote ni lazim… https://t.co/A3EXersJ6a;4;4;[];[];Tanzania;TweetDeck;Kitu
11;2021-07-06 10:25:43;Ukiona watu wanakusema sana ,usiwasikilize maneno yao bali angalia kitu kilichowekwa na Mungu ndani yako!.Kama Yesu… https://t.co/kIL0qx5GnT;140;1112;[];[];Exiled;Twitter for iPhone;Kitu
12;2021-07-08 07:43:45;Mada ya sasa hivi: Ni kitu gani muhimu zaidi katika uhusiano wako? Sema nasi kwa simu, 0204445975 au 'sms', 22494… https://t.co/fu0WVw32x1;6;20;[];[];Kenya;Twitter for Android;Kitu
13;2021-07-08 11:04:54;@mwala_harry Kapumzishwa hajawajibishwa ☹️ hiyo ya kupumzishwa kwenye cheo sioni kitu - kapumzika kidogo na watamrecycle;4;14;[];['mwala_harry'];Dar-esSalaam TANZANIA;Twitter for iPhone;Kitu
14;2021-07-06 04:55:43;Sema Baba. Wakati wa Magufuli ulipotea Kabisaaa. Nadhani umejifunza Kitu na Kuona umuhimu wa Katiba Mpya. Tuidai wo… https://t.co/rBeLOhXq8H;79;480;[];[];Serengeti, Mara, Tanzania;Twitter for Android;Kitu
1;2021-07-08 17:50:29;"“Mañana irán contra el vino.. después el queso…” 

Como si él no fuera “ellos”. 

Lo de este país es alucinante. https://t.co/qnZaSYAV0I";74;234;[];[];Spain & USA 🇪🇸🇺🇸🇪🇺💚;Twitter for iPhone;Queso
2;2021-07-07 20:00:00;El queso es la comida más robada del mundo, se hace con leche de todo, desde vacas, hasta Yaks del Himalaya, uno de… https://t.co/ai3G7cCdNH;21;76;[];[];América Latina;Twitter Media Studio;Queso
3;2021-07-08 11:15:43;Page advierte de los peligros de la ocurrencia de Garzón: «Mañana irán a por el vino y el queso» https://t.co/8NA6ux0sC3;25;74;[];[];Madrid;Echobox;Queso
4;2021-07-07 23:29:31;Algunos adultos cenan cheetos de mega queso y fanta, me han contado. Punto a favor de las arrugas y las canas.;24;465;[];[];;Twitter Web App;Queso
5;2021-07-07 23:52:34;"#Bolivia #P7Informa
El Comité de Defensa de Personas con discapacidad desconoce el acuerdo al que se llegó con el G… https://t.co/Im6EEK0qml";11;16;['Bolivia', 'P7Informa'];[];La Paz, Bolivia;Twitter Web App;Queso
6;2021-07-08 12:01:19;"Zamora una maravilla para contemplar en Castilla y León.
Su catedral, el románico, sus casas modernistas, su queso,… https://t.co/5t5epwq4jf";8;43;[];[];Castilla y León, España;Hootsuite Inc.;Queso
7;2021-07-06 18:06:52;"¿Habéis visto a las nutriinfluencers iluminadas haciendo ""queso ricota vegano""  sin gluten y sin lactosa cortando l… https://t.co/DAYqZBRRMu";96;711;[];[];Valencia 🌅 Mallorca;TweetDeck;Queso
8;2021-07-08 11:26:50;"🔴 Page también carga contra Garzón por su campaña para repensar el consumo de #carneARV: ""Se está inventando su car… https://t.co/grxdILPig4";9;24;['carneARV'];[];;Besocy_Oficial;Queso
9;2021-07-05 11:15:00;"Hola, @DominosPizza_ES 🙂

Somos muy fans de Louis Tomlinson y queremos que Kill My Mind suene en la #EURO2020 ¿Nos… https://t.co/uDSzXq0Evu";691;1961;['EURO2020'];['DominosPizza_ES'];;Twitter Web App;Queso
10;2021-07-08 15:54:57;[#FlorDeEquipo] Aprendé a hacer zapallitos rellenos gratinados con salsa de tomate y queso 😋 https://t.co/yxFKNEknLT;8;27;['FlorDeEquipo'];[];Argentina, Buenos Aires;Wildmoka;Queso
11;2021-07-08 14:07:06;Y le pones dos lonchas de queso o tres, nunca una. Luego a la plancha con mantequilla por los dos lados hasta que e… https://t.co/ITy7G3CJB5;4;42;[];[];Madrid, Comunidad de Madrid;Twitter Web App;Queso
12;2021-07-08 12:35:28;"Buenos días mi hermosa y jovial chiquillada! 
La interrogante de hoy de la #EncuestaWeona edición especial desayuno… https://t.co/1PlVBb13E1";3;254;['EncuestaWeona'];[];Santiago de Chile;Twitter for iPhone;Queso
13;2021-07-08 13:07:21;Se me terminó el queso crema y me había olvidado lo bien que hace comer una tostada con manteca.;5;164;[];[];Buenos Aires, Argentina;Twitter Web App;Queso
14;2021-07-06 19:01:07;"Começa hoje mais uma temporada da Queso Cup! 

🎙️ @brunoclash_ e @KingJoeJNT 
📺https://t.co/LoqdahUZlE

Estão prepa… https://t.co/T8UKlqVf0k";26;243;[];['brunoclash_', 'KingJoeJNT'];;Twitter Web App;Queso
15;2021-07-03 03:04:03;"Te decimos cómo hacer un pay de queso con oreo, sin duda será el postre consentido de chicos y grandes.
https://t.co/QRlEiEOpkR";297;328;[];[];México, D.F.;TweetDeck;Queso
1;2021-07-08 12:14:02;El espectro infrarrojo nos permite apreciar aquello que nuestros ojos no pueden ver. En este caso, la nebulosa Cabe… https://t.co/4PiK2mOd71;306;1697;[];[];Madrid, Comunidad de Madrid;Buffer;#FelizJueves
2;2021-07-08 12:13:00;"😆

#FelizJueves https://t.co/auGRNOuXAO";141;7181;['FelizJueves'];[];MEXICO DF;TweetDeck;#FelizJueves
3;2021-07-08 10:01:00;No importa usted de dónde sea, no importa su apellido…usted y yo pertenecemos a una gran familia, Colombia. 🇨🇴… https://t.co/gSlBTeja7O;92;260;[];[];Colombia;TweetDeck;#FelizJueves
4;2021-07-08 07:00:45;¡Buenos días, familia! #FelizJueves Esta semana parten como candidatos a entrar en lista LA NIÑA DE LA ESCUELA de… https://t.co/zliKwCZraY;87;223;['FelizJueves'];[];;Hootsuite Inc.;#FelizJueves
5;2021-07-08 14:09:32;🎉 #FelizJueves desde la ciudad de #Durango que hoy celebra 458 años de su fundación. En su Centro Histórico se cons… https://t.co/HySs6tcFRw;58;152;['FelizJueves', 'Durango'];[];México;Twitter for iPhone;#FelizJueves
6;2021-07-08 06:37:00;"GEO, UPR, CABALLERÍA, TEDAX, GUÍAS CANINOS.... 

¡Todos en servicio! #FelizJueves

Aunque no los veas, cada día hay… https://t.co/vatDo5OwDZ";55;347;['FelizJueves'];[];España;TweetDeck;#FelizJueves
7;2021-07-08 07:41:08;"¡#FelizJueves aviadores! 🙋🏻‍♀️

📢A partir de hoy puede reservar su cita on-line para acceder a la sala de investiga… https://t.co/gUpQ2VPu4K";20;61;['FelizJueves'];[];Madrid. España;Twitter for iPhone;#FelizJueves
8;2021-07-08 11:40:15;"🤩 Más productos del agro colombiano se sirven en las mesas del exterior 🌍

Las exportaciones de este sector crecier… https://t.co/4t00ld7U2v";26;56;[];[];Colombia;Twitter for Android;#FelizJueves
9;2021-07-08 11:30:00;"¡#FelizJueves!

Te compartimos el reporte del clima. ⛅️☁️⛈️⛈️

📲 Mantente alerta de los mensajes de @SGIRPC_CDMX y… https://t.co/X25TQZag74";19;63;['FelizJueves'];['SGIRPC_CDMX'];Ciudad de México;Twitter Media Studio;#FelizJueves
10;2021-07-08 13:09:25;Muy buen día tengan ustedes apreciable comunidad. Que sea un #FelizJueves para todos. Menos mañaneras y más informa… https://t.co/7iyv0tr4ns;19;155;['FelizJueves'];[];;Twitter for iPad;#FelizJueves
11;2021-07-08 06:49:00;Así es como actuamos ante la fuga de una sustancia peligrosa (cloruro férrico) en un vehículo cisterna, debido a un… https://t.co/hCTDR7snZK;20;74;[];[];Madrid, España;Twitter Web App;#FelizJueves
12;2021-07-08 05:59:00;"☕️ Buenos días!
📰 La portada de El Mundo, 8 de julio 2021. #FelizJueves https://t.co/4q85c0QD3T";21;26;['FelizJueves'];[];España;TweetDeck;#FelizJueves
13;2021-07-08 12:30:00;#FelizJueves Que nuestra Madre Santísima, Salud de los enfermos, interceda por nuestras familias y comunidades https://t.co/ex7sn9cL8r;30;102;['FelizJueves'];[];México;Twitter Web App;#FelizJueves
14;2021-07-08 11:17:23;La recuperación económica no se logra con discursos populistas. Trabajo y más trabajo es lo que nos sacará a todos… https://t.co/UUrRtytP51;20;69;[];[];ÜT: 10.995413,-74.813665;Twitter for iPhone;#FelizJueves
15;2021-07-08 12:14:42;#FelizJueves. Que sea un excelente día para tod@s, con la belleza de Julio y la fuerza de jueves;19;133;['FelizJueves'];[];México, DF;Twitter for iPhone;#FelizJueves
1;2021-07-07 18:53:40;"Diablos nena estas haciendo pollo frito?, haha es broma.
pero enserio, haces mucho ruido cuando meas.
eso me gusta.";728;32358;[];[];Monterrey, Nuevo León;Twitter for iPhone;Enserio
2;2021-06-30 13:49:13;Una defensora del acuerdo, que no sabe qué dice el acuerdo, revise que existe el SIVJRNR que parece no conoce y vie… https://t.co/ZzDHsD5lmJ;171;518;[];[];BOGOTA, COLOMBIA;Twitter for iPhone;Enserio
3;2021-07-06 17:21:22;@bielka_maciasr Señora es muy intensa, no se tome nada enserio, el mundo de Karen es un poco loco y algo descabella… https://t.co/ae7C8825eN;27;91;[];['bielka_maciasr'];México;Twitter for iPhone;Enserio
4;2021-07-02 22:51:05;@LITkillah ah aprendiste a volar enserio buena foto carnal;132;10088;[];['LITkillah'];pretty only when I sleep🥱;Twitter for iPhone;Enserio
5;2021-07-05 13:09:07;"🚨 PROBLEMA DE FAIR PLAY

😨 VA MUY ENSERIO 😨

Pon #JUGONES en @LaSextaTV para la ÚLTIMA HORA sobre MESSI. https://t.co/YI6idS1y62";18;140;['JUGONES'];['laSextaTV'];;Twitter Media Studio;Enserio
6;2021-07-02 23:21:39;Hablando enserio ahora. Todo bien, pero como dije antes, los insultos están de más. Podemos divertirnos e ironizar,… https://t.co/uQXFhZrAkw;33;588;[];[];;Twitter Web App;Enserio
1;2021-07-08 00:56:20;Por que o @renancalheiros e outros perdem a linha toda vez em que se fala do Consórcio Nordeste e dos respiradores… https://t.co/ZERmjmE8Iw;2183;7258;[];['renancalheiros'];São Paulo, Brasil;Twitter Media Studio;Loja
2;2021-07-07 21:30:21;"🚨 É OFICIAL: o Sub é o mais novo patrocinador da @loudgg! 

Faz o L e dá o play no vídeo, que com essa parceria o g… https://t.co/uOauBbsyGw";895;9534;[];['LOUDgg'];Brasil;Twitter Web App;Loja
3;2021-07-08 15:17:22;"Prohibido olvidar:
Moreno eliminó la UNA, ex ENAC, que nosotros encontramos en ruinas y reconstruimos.
Ya no hay pr… https://t.co/JcF2mjWUlo";262;412;[];[];Ecuador;Twitter for iPhone;Loja
4;2021-07-06 23:44:11;"então, recapitulando, já temos os seguintes profissionais do ""ministério técnico"" de bolsonaro NEGOCIANDO VACINA:… https://t.co/awiH0dO2Kv";428;2296;[];[];;Twitter for Android;Loja
5;2021-07-08 15:14:52;"Botafogo seleciona a FutFanatics como parceira na gestão do novo e-commerce da Loja Oficial do Clube.

https://t.co/hGifTOFybE";110;1378;[];[];Rio de Janeiro;Twitter for iPhone;Loja
6;2021-07-07 18:30:00;🏗️🏡🇾🇪 Alô, torcida tricolor! No aniversário da ABC da Construção, aproveite as ofertas exclusivas para o mês de jul… https://t.co/gHmlsmMmtx;52;1367;[];[];São Paulo;TweetDeck;Loja
7;2021-07-08 15:00:01;"A Névoa consome tudo, mas a esperança permanece. A Coleção Ruína acaba de chegar à loja.
 
Adquira já e reivindique… https://t.co/Rbi4TGp16e";63;1331;[];[];;Twitter Media Studio;Loja
8;2021-07-08 16:04:24;Confesso, sou a louca da loja de maquiagem!!Não posso dar uma passadinha que compro milhares de coisas. Ainda mais… https://t.co/VCK76Muamc;64;486;[];[];Rio de Janeiro, Brasil;Twitter for iPhone;Loja
9;2021-07-06 23:21:10;"CUIDADO! LOJA POR ATACADO GOLPISTA! 

Tem que ser muito sacana para aplicar golpe em empreendedor num momento como… https://t.co/WD1NSZKEvP";69;103;[];[];;Twitter for iPhone;Loja
10;2021-07-07 15:37:59;"Bandido assalta loja da Vivo, leva vendedora como refém e é morto em troca de tiros com a polícia no RJ; VEJA VÍDEO https://t.co/xLOfcl4IoV";53;201;[];[];;WordPress.com;Loja
11;2021-07-07 14:45:33;Polícia liberta mulher levada como refém em tentativa de assalto a loja em Angra dos Reis https://t.co/aQrc7Kli8Q https://t.co/mSojIZ4pkI;15;140;[];[];Brasil;dlvr.it;Loja
12;2021-07-07 14:34:12;CHEGOU A HORA! A nova camisa branca está disponível na @LojaDoFlu e no site https://t.co/eeg7ubrBAC! GARANTA JÁ a s… https://t.co/et2Fei4x3r;63;979;[];['LojaDoFlu'];Rio de Janeiro;Twitter Web App;Loja
13;2021-07-07 13:07:11;"""Estagi, mas quando vou poder comprar a camisa branca?""

Agora mesmo! Nossa nova armadura já está à venda no site e… https://t.co/7txB1uD3uc";49;586;[];[];Brasil;mLabs - Gestão de Redes Sociais;Loja
14;2021-07-07 10:00:01;Dia de clássico, a preparação é diferente. Pensamos em todos os detalhes, na melhor formação e em deixa tudo ajusta… https://t.co/1KzIceF4rc;33;686;[];[];Belo Horizonte, Minas Gerais;Twitter Media Studio;Loja
15;2021-07-08 18:11:45;É tão interessante ver que ainda hoje em dia. Temos que encomendar sapatilhas de ponta do tom da pele quando falamo… https://t.co/TbVYGwgECs;18;195;[];[];New York;Twitter for iPhone;Loja
1;2021-07-08 15:33:26;Queremos pedirle al Ejecutivo Nacional que asuma este delicado momento que atraviesa el Mercosur con diálogo políti… https://t.co/opCvzHqBnQ;1881;6343;[];[];Buenos Aires, Argentina;Twitter Web App;Unidad
2;2021-07-07 16:29:52;"Desde Argentina condenamos y lamentamos profundamente el asesinato de Jovenel Moïse, presidente de Haití.

Acompaña… https://t.co/a9FS6VKsZQ";1579;9853;[];[];Buenos Aires;Twitter for iPhone;Unidad
3;2021-07-08 05:08:46;Que les pareció el debate? Yo encuentro que le faltó algo de ritmo pero creo que tenemos estar orgullosos de la coa… https://t.co/88eeuvmNzB;422;6481;[];[];Punta Arenas;Twitter for Android;Unidad
4;2021-07-07 11:31:44;España condena firmemente el asesinato del presidente de Haití, Jovenel Moïse. Nuestras condolencias a su familia y… https://t.co/87BWOnrKPF;517;1888;[];[];;Twitter Web App;Unidad
5;2021-07-07 19:25:37;⚠️ La Unidad de Transacciones - @UTSV_informa - informa sobre una baja frecuencia a nivel nacional, afectando nuest… https://t.co/zwbf0yYaEw;237;957;[];['UTSV_informa'];El Salvador;Twitter for Android;Unidad
6;2021-07-06 22:55:01;A Medicina Legal en Villavicencio llegaron los cuerpos de tres mujeres y un hombre, encontrados en límites entre Ur… https://t.co/t3AR35qIKm;525;368;[];[];Bogotá, Colombia;Hootsuite Inc.;Unidad
7;2021-07-07 21:04:04;Lo más exótico es que la Unidad de Protección -@UNPColombia- me reporta este año en un informe, que la @FiscaliaCol… https://t.co/PCC25ZiWng;161;541;[];['UNPColombia', 'FiscaliaCol'];Bogotá D.C.;Twitter for iPhone;Unidad
8;2021-07-07 01:16:45;"#EnVideo📹| Jefe de Estado @NicolasMaduro, las elecciones del #8Ago serán un ejemplo de ""ética y liderazgo"", desde l… https://t.co/scsx6yUbG9";163;66;['EnVideo', '8Ago'];['NicolasMaduro'];Venezuela;Twitter Web App;Unidad
9;2021-07-07 12:55:52;"Hemos conocido el dramático asesinato del presidente de Haití y su mujer.

Como presidente del Gobierno de España a… https://t.co/JPPdN1nwr9";78;135;[];[];España;Twitter Media Studio - LiveCut;Unidad
10;2021-07-08 03:01:13;Gobierno de @IvanDuque debe garantizar la vida del periodista Jose Alberto Tejada. La Unidad Nacional de Protección… https://t.co/Ux8FGZSyy5;122;131;[];['IvanDuque'];Colombia;Twitter for Android;Unidad
11;2021-07-07 14:00:10;Panamá lamenta y condena de manera enérgica el asesinato del Pdte. de Haití, Jovenel Moïse. Nuestra solidaridad con… https://t.co/YMeTXHJdAp;156;521;[];[];Panamá;Twitter for iPhone;Unidad
12;2021-07-07 10:00:54;"‼️ ÚLTIMA HORA

👉🏻 Frente a las leyes sectarias de la izquierda que promueven el odio y el enfrentamiento con su Me… https://t.co/hnS2OF1zUl";120;226;[];[];Andalucía, España;Twitter Web App;Unidad
13;2021-07-08 14:16:29;El gobierno “de unidad de la izquierda” está a chuletazo limpio.;91;432;[];[];España;Twitter for iPad;Unidad
14;2021-07-07 19:41:09;Nuestra fuerza es la de la razón en la unidad. #JusticiaPorSamuel https://t.co/MOjgGVh5Uo;64;84;['JusticiaPorSamuel'];[];Castilla-La Mancha;Twitter Web App;Unidad
15;2021-07-07 17:09:45;"Conversamos con organizaciones sociales del departamento de Santa Cruz en Lauca Ñ, Trópico de #Cochabamba.
Nuestro… https://t.co/Iaaqo4SuA8";63;200;['Cochabamba'];[];;Twitter for Android;Unidad
1;2021-07-07 18:00:12;Mucha tristeza por la muerte de Lole. Fue mi ídolo como corredor, lo seguí durante todo su paso por la Fórmula 1. D… https://t.co/sLovBT4lGG;3025;18402;[];[];Buenos Aires, Argentina;Twitter for iPhone;Ídolo
2;2021-07-07 03:10:37;"Nace un ídolo

el Dibu Martinez

🇦🇷❤️";512;2882;[];[];Argentina;Twitter for iPhone;Ídolo
3;2021-07-07 12:00:24;Hoje é aniversário do Talismã da Fiel! O ídolo Tupãzinho, que marcou o gol do título do nosso primeiro @Brasileirao… https://t.co/f2m9aczDaU;205;2429;[];['Brasileirao'];São Paulo/Brasil;mLabs - Gestão de Redes Sociais;Ídolo
4;2021-07-07 11:00:19;"Ídolo do Timão, Chicão se despedia do Corinthians há oito anos! 🖤

Foram 2⃣4⃣7⃣ jogos, 4⃣2⃣ gols e 7⃣ títulos com a… https://t.co/1HAM5ezUUU";200;2727;[];[];São Paulo/Brasil;mLabs - Gestão de Redes Sociais;Ídolo
5;2021-07-08 15:02:24;"Luiz Antônio virou FELIPE! E ele virou ÍDOLO! 🦁  

Felipe renova até o fim de 2023. Natural de Maranguape/CE, o cam… https://t.co/5UCBHd6KAs";112;1412;[];[];Fortaleza, Brasil;Twitter Media Studio;Ídolo
6;2021-07-07 17:46:03;"Murió Carlos Reutemann. Ídolo deportivo y gran ser humano.
El país habría cambiado si en 2003 aceptaba ser candidat… https://t.co/JN8hsqacWw";101;280;[];[];;Twitter for Android;Ídolo
7;2021-07-07 20:09:34;No dia 7 de julho de 1905, nascia em Santos, Araken Patusca. Ele jogou pelo Peixe de 1923 a 1929, e depois de 1935… https://t.co/a10ZAkJWr2;58;830;[];[];Santos, SP, Brasil;Twitter Web App;Ídolo
8;2021-07-07 03:11:51;"Qué ídolo Emiliano Martínez. 

Se metió en la cabeza de los colombianos.";41;707;[];[];California.;Twitter for iPhone;Ídolo
9;2021-07-07 17:35:54;Adiós, ídolo... con Reutemann se va el último argentino de los tres que alguna vez ganaron un Gran Premio de Fórmul… https://t.co/fcVl3mo9jo;35;220;[];[];Argentina;TweetDeck;Ídolo
10;2021-07-07 14:06:49;Patricia e Renata, filhas do torturador Brilhante Ustra, ídolo de Bolso e demais fascistas, recebem pensão mensal e… https://t.co/YAojJQQql2;50;151;[];[];Fortaleza - CE;Twitter Web App;Ídolo
11;2021-07-06 21:30:14;Thiago me recuerda a un señor que juega conmigo los martes que su ídolo es Riquelme y da bastante lástima el hombre.;82;527;[];[];Ibiza - Madrid;Twitter for iPhone;Ídolo
12;2021-07-07 11:38:31;Corre aqui, bolsominion. O Estadão, que ajudou a eleger seu ídolo, tem uma notícia pra você. https://t.co/bHCyV99fIf;48;299;[];[];Brazil;Twitter for Android;Ídolo
13;2021-07-07 23:02:56;👏 ¡Ídolo AURINEGRO! La “gambeta” @Williamendezg representa la identidad, sentido de pertenencia y el amor incondici… https://t.co/hlWHDt1DnY;45;163;[];['Williamendezg'];Táchira - Venezuela;Twitter for iPhone;Ídolo
14;2021-07-07 03:43:50;Hoy Argentina tiene a un ídolo nuevo: Emiliano Martínez. Qué temple del portero argentino y qué colmillo en los pen… https://t.co/qWVBsNNdJg;42;416;[];[];Ciudad de México;Twitter Web App;Ídolo
15;2021-07-07 22:16:28;Ídolo histórico do Fluminense, Carlos Alberto Pintinho é o convidado do Boteco Brahma Tricolor! A resenha de pré-jo… https://t.co/S9GEUwKTrx;22;635;[];[];Rio de Janeiro;Twitter for iPhone;Ídolo
1;2021-07-08 03:45:21;"6月にTwitterにあげていた写真
正解は
福島県庁TOKIO課の看板を
作っていましたー
彫刻にもハマりそうです
ものづくりって本当に楽しい！ https://t.co/zWw81E5UW3";2641;32991;[];[];日本;Twitter for iPhone;Tokio
2;2021-07-08 10:10:37;El primer ministro de Japón, Yoshide Suga, dijo este jueves que había decidido declarar un nuevo estado de emergenc… https://t.co/Un3kbQoeoK;415;530;[];[];En todas partes;SocialFlow;Tokio
3;2021-07-08 10:06:54;"福島県庁TOKIO課看板
「TO」を彫り終えた社長から、企画担当副社長へ
バトンタッチ👋
株TOKIO公式HPにてメイキング動画も公開中です！

ちなみに「TO」「KI」「O課」年齢順担当で！と決めたのはこの方です🤣… https://t.co/54PlLyZyrK";1123;13190;[];[];日本;Twitter Web App;Tokio
4;2021-07-08 13:26:28;🔴ÚLTIMA HORA | Los organizadores deciden celebrar los Juegos Olímpicos de Tokio sin espectadores por el avance del… https://t.co/o1nTZ7kFlP;592;1165;[];[];Madrid;Twitter Media Studio;Tokio
5;2021-07-08 01:21:12;"さらに、福島県庁「TOKIO課」に
てづくりの看板を設置致しました！
名刺を作った時に、加工できなかった部分の木材を使用しています🙌

そのメイキング動画を、株式会社TOKIO公式サイトで公開しておりますので、ぜひご覧ください📹
https://t.co/27pT9HJkna";796;8034;[];[];日本;Twitter Web App;Tokio
6;2021-07-08 09:16:00;El Gobierno de Japón pone a Tokio bajo estado de emergencia en plenos Juegos Olímpicos, que podrían celebrarse sin… https://t.co/mDHHmzpxCe;315;396;[];[];;TweetDeck;Tokio
7;2021-07-08 09:18:43;Japón declara un nuevo estado de emergencia en Tokio que coincidirá con los JJOO. #Tokyo2020… https://t.co/NqtJOlIMAP;565;608;['Tokyo2020'];[];Madrid;TweetDeck;Tokio
8;2021-07-08 08:55:16;#ULTIMAHORA El primer ministro japonés anunció que se declarará de nuevo el estado de emergencia en Tokio ante el a… https://t.co/SOCSL5rDXc;524;630;['ULTIMAHORA'];[];Montevideo, Uruguay;TweetDeck;Tokio
9;2021-07-08 12:02:23;Japón confirma el estado de emergencia en Tokio que imperará durante los Juegos Olímpicos. #COVID19 #Coronavirus… https://t.co/v1yYdVWlvb;291;507;['COVID19', 'Coronavirus'];[];;Hootsuite Inc.;Tokio
10;2021-07-07 15:01:05;"TOKIO、『福島県庁 TOKIO課』始動　オール県内撮影の新テレビCMで魅力発信
https://t.co/06zZdg5Wnk

 #TOKIO #松岡昌宏 #城島茂 #国分太一 #CM @tokioinc_taichi";314;1137;['TOKIO', '松岡昌宏', '城島茂', '国分太一', 'CM'];['tokioinc_taichi'];東京都港区六本木;ORICON NEWS;Tokio
11;2021-07-08 11:15:03;"#Alerta | Japón declara el estado de emergencia en Tokio; coincidirá con los Juegos Olímpicos… https://t.co/tGww7qqM6Z";283;666;['Alerta'];[];Ciudad de México;Hootsuite Inc.;Tokio
12;2021-07-08 13:34:57;"#ULTIMAHORA ""No habrá espectadores"" en los Juegos de Tokio por el covid-19 (ministro japonés) #AFP #AFPdeportes https://t.co/XgquxGl6P8";357;473;['ULTIMAHORA', 'AFP', 'AFPdeportes'];[];Montevideo, Uruguay;TweetDeck;Tokio
13;2021-07-08 10:25:11;Es definitivo: los Juegos Olímpicos de Tokio se celebrarán con un Estado de Emergencia impuesto en la capital de Ja… https://t.co/2LmP6Joze3;218;382;[];[];Bilbao;Twitter for Android;Tokio
14;2021-07-08 16:00:08;Declaran un nuevo estado de emergencia por coronavirus en Tokio y cubrirá los 16 días de los Juegos Olímpicos.  https://t.co/b7xn2G0B7X;241;346;[];[];En todas partes;SocialFlow;Tokio
15;2021-07-08 14:26:03;De cara a los próximos Juegos Olímpicos que se celebrarán en Tokio, el emperador de Japón, Naruhito, se siente extr… https://t.co/Xo5ijxnPYE;185;449;[];[];Centro de la Ciudad de México;Twitter Web App;Tokio
1;2021-07-07 02:00:05;RT and follow @OriginalFunko for the chance to WIN a Twenty One Pilots - Tyler Joseph and Joshua Dun Pop! set! Not… https://t.co/PGJqjpidT6;4523;3054;[];['OriginalFunko'];Everett, WA;Khoros Publishing App;tyler
2;2021-07-07 15:59:31;"CALL ME IF YOU GET CHOPPED 🗣 @tylerthecreator @candlestickem 

Tyler's latest album gets the ChopNotSlop remix trea… https://t.co/PMbBxKVNNy";422;3350;[];['tylerthecreator', 'candlestickem'];;TweetDeck;tyler
3;2021-07-07 16:23:38;Tyler 😭😭😭 https://t.co/SkyrnTdr57;478;4281;[];[];;Twitter for iPhone;tyler
4;2021-07-06 16:24:33;Another great week for Columbia Records! Congratulations to Tyler, The Creator for debuting number one album on the… https://t.co/eEwsQpOkx5;10586;39980;[];[];NY / LA;Twitter for iPhone;tyler
5;2021-07-08 01:01:10;Tyler The Creator coloca 13 faixas de novo álbum na Billboard Hot 100 - https://t.co/H0c5Zxn7YH https://t.co/cnybWWg7s4;190;3055;[];[];Rio de Janeiro / São Paulo;PortalRapmais;tyler
6;2021-07-07 14:22:19;"USA Track and Field will not add Sha'Carri Richardson to the 4x100 meters relay team (even though they can) to ""mai… https://t.co/gREkhWXSyc";129;1464;[];[];New York, NY;Twitter Web App;tyler
7;2021-07-08 15:28:00;Anderson Cooper was not expecting that response! The truth is 81% of black Americans want just as much or GREATER p… https://t.co/uVSx5H4hpq;81;274;[];[];🇺🇸🇺🇸🇺🇸;TweetDeck;tyler
